player.id,season_id,season,games,minutes
6789,42,2019_2020,1,97.56188333
6790,42,2019_2020,1,94.16191667
6791,42,2019_2020,1,95.8174
6795,42,2019_2020,2,191.6026333
6796,42,2019_2020,1,96.02091667
6797,42,2019_2020,1,96.11088333
6798,42,2019_2020,1,77.84935
6799,42,2019_2020,2,89.36316667
6805,42,2019_2020,1,94.0457
6809,42,2019_2020,1,6.99115
6810,42,2019_2020,1,76.34813333
6821,42,2019_2020,2,194.5592167
6825,42,2019_2020,1,94.3119
6826,42,2019_2020,23,2119.621417
6828,42,2019_2020,1,14.8454
6840,42,2019_2020,1,72.72256667
6841,42,2019_2020,2,37.66863333
6842,42,2019_2020,1,38.49201667
6851,42,2019_2020,1,99.39271667
6863,42,2019_2020,1,97.32398333
6866,42,2019_2020,2,183.8852167
6867,42,2019_2020,2,185.2961
6877,42,2019_2020,1,97.56188333
6885,42,2019_2020,1,26.23025
6886,42,2019_2020,2,194.5746333
6891,42,2019_2020,1,96.11088333
6892,42,2019_2020,2,191.5032167
6898,42,2019_2020,1,96.11088333
6901,42,2019_2020,1,97.32398333
6902,42,2019_2020,1,74.56088333
6907,42,2019_2020,1,62.6994
6910,42,2019_2020,2,113.1866333
6923,42,2019_2020,1,95.59505
6930,42,2019_2020,1,95.8174
6935,42,2019_2020,1,96.09611667
6982,42,2019_2020,2,103.5186333
6998,42,2019_2020,1,36.07643333
7022,42,2019_2020,1,36.71548333
7030,42,2019_2020,2,191.5032167
7068,42,2019_2020,1,97.18021667
7104,42,2019_2020,1,55.27206667
7105,42,2019_2020,2,185.2961
7154,42,2019_2020,1,9.410066667
7910,42,2019_2020,1,32.87073333
8118,42,2019_2020,24,1787.28835
8206,42,2019_2020,30,1756.621383
8252,42,2019_2020,2,191.1548
8555,42,2019_2020,2,119.9797833
8654,42,2019_2020,2,173.03035
8819,42,2019_2020,2,147.51585
8866,42,2019_2020,2,129.3415667
10318,42,2019_2020,1,35.86436667
11167,42,2019_2020,2,192.3211167
11292,42,2019_2020,1,93.04065
11293,42,2019_2020,1,68.33805
11296,42,2019_2020,2,150.17345
11297,42,2019_2020,1,98.35588333
11298,42,2019_2020,2,106.0463667
11300,42,2019_2020,1,48.90251667
11301,42,2019_2020,1,93.04065
11302,42,2019_2020,2,191.3965333
11303,42,2019_2020,1,53.71841667
11304,42,2019_2020,2,191.3965333
11332,42,2019_2020,1,33.88023333
11386,42,2019_2020,2,135.0015167
11388,42,2019_2020,2,168.5683833
11389,42,2019_2020,1,94.0457
11391,42,2019_2020,1,64.30948333
11392,42,2019_2020,18,1035.746867
11501,42,2019_2020,2,158.9795333
11532,42,2019_2020,1,73.83773333
11538,42,2019_2020,1,97.18021667
11539,42,2019_2020,1,76.89706667
11541,42,2019_2020,2,194.5592167
11550,42,2019_2020,1,97.32398333
11669,42,2019_2020,2,154.9699
11671,42,2019_2020,2,83.91475
11675,42,2019_2020,2,76.09785
11676,42,2019_2020,2,190.2601167
11730,42,2019_2020,2,167.5078667
11746,42,2019_2020,1,59.01481667
11748,42,2019_2020,1,97.56188333
12020,42,2019_2020,1,35.29021667
12021,42,2019_2020,2,95.59776667
12041,42,2019_2020,2,91.44396667
12073,42,2019_2020,2,88.77493333
12555,42,2019_2020,1,61.4805
13107,42,2019_2020,1,93.15515
13599,42,2019_2020,4,234.74635
16003,42,2019_2020,2,194.5592167
16024,42,2019_2020,1,51.28235
16209,42,2019_2020,1,98.75723333
16212,42,2019_2020,1,61.03278333
16249,42,2019_2020,2,124.6798667
16309,42,2019_2020,1,97.18021667
16335,42,2019_2020,2,191.5032167
16489,42,2019_2020,1,27.51721667
16555,42,2019_2020,2,191.6026333
17027,42,2019_2020,2,157.6448167
17303,42,2019_2020,2,89.5825
17304,42,2019_2020,15,986.38605
17520,42,2019_2020,1,93.04065
17620,42,2019_2020,1,97.32398333
17818,42,2019_2020,2,110.7419833
18395,42,2019_2020,1,93.17363333
18620,42,2019_2020,2,194.5592167
19677,42,2019_2020,2,186.7153333
20033,42,2019_2020,2,138.34255
20055,42,2019_2020,31,2980.272983
20063,42,2019_2020,1,56.43726667
21147,42,2019_2020,2,130.9223833
21225,42,2019_2020,1,98.35588333
22020,42,2019_2020,2,141.9438333
22029,42,2019_2020,1,97.55693333
22128,42,2019_2020,1,97.05743333
22321,42,2019_2020,2,66.80396667
22418,42,2019_2020,1,11.5493
22819,42,2019_2020,1,50.2102
23213,42,2019_2020,1,27.01295
23263,42,2019_2020,1,96.09611667
23343,42,2019_2020,2,31.94593333
23344,42,2019_2020,2,190.2601167
23522,42,2019_2020,1,97.18021667
23803,42,2019_2020,1,92.14095
23807,42,2019_2020,2,190.7602333
23808,42,2019_2020,1,26.49933333
23944,42,2019_2020,1,52.13878333
23945,42,2019_2020,1,103.3610833
23947,42,2019_2020,1,12.45461667
23948,42,2019_2020,1,96.02091667
23950,42,2019_2020,1,103.3610833
23981,42,2019_2020,1,92.14095
23986,42,2019_2020,1,94.00218333
24049,42,2019_2020,2,90.16111667
24052,42,2019_2020,1,72.02116667
24067,42,2019_2020,2,19.949
24072,42,2019_2020,2,146.9302
24078,42,2019_2020,1,54.52726667
24079,42,2019_2020,1,49.96093333
24083,42,2019_2020,2,192.97935
24084,42,2019_2020,2,192.97935
24085,42,2019_2020,1,97.52378333
24086,42,2019_2020,2,192.97935
24087,42,2019_2020,2,109.5224833
24088,42,2019_2020,2,192.97935
24089,42,2019_2020,2,143.0184167
24126,42,2019_2020,2,125.6650833
24127,42,2019_2020,2,153.3219667
24133,42,2019_2020,2,190.7602333
24134,42,2019_2020,2,166.4143167
24140,42,2019_2020,2,190.7602333
24141,42,2019_2020,1,98.35588333
24142,42,2019_2020,1,21.04745
24143,42,2019_2020,2,96.87585
24144,42,2019_2020,1,97.69161667
24211,42,2019_2020,1,103.3610833
24212,42,2019_2020,1,103.3610833
24236,42,2019_2020,2,191.1548
24269,42,2019_2020,1,60.61205
24273,42,2019_2020,1,97.55693333
24315,42,2019_2020,1,27.39245
24576,42,2019_2020,2,143.9631167
24613,42,2019_2020,1,98.97716667
24729,42,2019_2020,1,93.23093333
24730,42,2019_2020,1,94.0457
24777,42,2019_2020,2,108.0316
24841,42,2019_2020,11,564.6300833
24949,42,2019_2020,1,9.703
25006,42,2019_2020,5,137.4681167
25104,42,2019_2020,1,15.68288333
25702,42,2019_2020,1,97.69161667
26009,42,2019_2020,1,61.41866667
26387,42,2019_2020,1,96.09611667
26404,42,2019_2020,1,88.72466667
26532,42,2019_2020,2,105.0970833
27342,42,2019_2020,1,22.84481667
30225,42,2019_2020,1,80.07796667
30277,42,2019_2020,1,90.90646667
30294,42,2019_2020,1,11.3654
30419,42,2019_2020,1,49.09266667
30420,42,2019_2020,1,21.86016667
30421,42,2019_2020,1,32.71041667
30519,42,2019_2020,1,60.98758333
30756,42,2019_2020,21,1030.2876
31090,42,2019_2020,2,192.97935
